"","TDATE","PNAME","PCODE","TCODE","REGION_CODE","REGION_NAME","ZSP_CODE","P_VC_UNREG_AVG","P_NC_UNREG_AVG"
"818",2017-01-01,"ГУП СК ""Ставрополькоммунэлектро""","STAVRKOM","PSTKOM10","07","Ставропольский край","FZYUOE16",1642.74,489733.99
"819",2017-01-01,"ГУП СК ""Ставрополькоммунэлектро""","STAVRKOM","PSTKOM11","07","Ставропольский край","FZYUOE16",1654.4,489527.2
"820",2017-01-01,"ГУП СК ""Ставрополькоммунэлектро""","STAVRKOM","PSTKOM12","07","Ставропольский край","FZYUOE16",1566.45,492895.53
"821",2017-01-01,"ГУП СК ""Ставрополькоммунэлектро""","STAVRKOM","PSTKOM13","07","Ставропольский край","FZYUOE16",1803.14,494525.6
"822",2017-01-01,"ГУП СК ""Ставрополькоммунэлектро""","STAVRKOM","PSTKOM14","07","Ставропольский край","FZYUOE16",1819.23,495929.07
"823",2017-01-01,"ГУП СК ""Ставрополькоммунэлектро""","STAVRKOM","PSTKOM15","07","Ставропольский край","FZYUOE16",1817.75,465405.34
"824",2017-01-01,"ГУП СК ""Ставрополькоммунэлектро""","STAVRKOM","PSTKOM16","07","Ставропольский край","FZYUOE16",1547.04,495429.4
"825",2017-01-01,"ГУП СК ""Ставрополькоммунэлектро""","STAVRKOM","PSTKOM17","07","Ставропольский край","FZYUOE16",1596.86,494909.02
"826",2017-01-01,"ГУП СК ""Ставрополькоммунэлектро""","STAVRKOM","PSTKOM18","07","Ставропольский край","FZYUOE16",1776.52,487595.78
"827",2017-01-01,"ГУП СК ""Ставрополькоммунэлектро""","STAVRKOM","PSTKOM19","07","Ставропольский край","FZYUOE16",1641.69,496164.27
"828",2017-01-01,"ГУП СК ""Ставрополькоммунэлектро""","STAVRKOM","PSTKOM20","07","Ставропольский край","FZYUOE16",1632.31,492478.56
"829",2017-01-01,"ГУП СК ""Ставрополькоммунэлектро""","STAVRKOM","PSTKOM21","07","Ставропольский край","FZYUOE16",1682.53,499086.6
"830",2017-01-01,"ОАО ""ЭнергосбыТ Плюс""","ORENBENE","PSVERDLE","65","Свердловская область","FZUROE07",1048.46,414466.29
"831",2017-01-01,"ПАО ""Тамбовская энергосбытовая компания""","TAMBOVEN","PTAMBOVE","68","Тамбовская область","FZZNOE24",1186.92,410142.83
"832",2017-01-01,"АО ""Татэнергосбыт""","TATENERG","PTATENER","92","Республика Татарстан","FZURKR12",1171.89,398262.88
"833",2017-01-01,"ОАО ""ТЭК"" (г.Тольятти)","GPTOLESB","PTEKOMP1","36","Самарская область","FZVLOE13",1162.88,391994.16
"834",2017-01-01,"ООО ""ТЭС"" (г.Тольятти)","TOLLENSB","PTOLESB1","36","Самарская область","FZUROE07",1190.88,406022.37
"835",2017-01-01,"ООО ""ТЭС"" (г.Тольятти)","TOLLENSB","PTOLESB2","36","Самарская область","FZVLOE13",1134.73,393607.1
"836",2017-01-01,"ПАО ""Томскэнергосбыт""","TOMSKENE","PTOMSKEN","69","Томская область","FZSBOE01",945.7,605646.71
"837",2017-01-01,"ПАО ""Томскэнергосбыт""","TOMSKENE","PTOMSKES","69","Томская область","FZURTU08",953.8,358332.89
"838",2017-01-01,"ОАО ""ТОСК""","TOSKTOSK","PTOSKOM1","68","Тамбовская область","FZZNOE24",1202.23,409451.44
"839",2017-01-01,"МУП ""Троицкая электросеть""","TROIELST","PTROELS1","46","Московская область","FZZMSK26",1220.64,394704.98
"840",2017-01-01,"АО ""ТНС энерго Тула""","TULAENSK","PTULENER","70","Тульская область","FZZNOE24",1260.66,424041.65
"841",2017-01-01,"АО ""Тюменская энергосбытовая компания""","TUMENENE","PTUMENEN","71","Тюменская область","FZURTU08",942.31,406346.37
"842",2017-01-01,"АО ""ЭК ""Восток""","ESVOSTOK","PTUMREG1","71","Тюменская область","FZURTU08",1033.98,402682.94
"843",2017-01-01,"АО ""ЭК ""Восток""","ESVOSTOK","PTUMREG2","71","Тюменская область","FZURTU08",1008.5,401312.51
"844",2017-01-01,"АО ""ЭК ""Восток""","ESVOSTOK","PTUMREG3","71","Тюменская область","FZURTU08",988.18,405987.82
"845",2017-01-01,"АО ""ЭК ""Восток""","ESVOSTOK","PTUMREG4","71","Тюменская область","FZURTU08",970.12,404275.42
"846",2017-01-01,"АО ""ЭК ""Восток""","ESVOSTOK","PTUMREG5","71","Тюменская область","FZURTU08",944.04,401708.04
"847",2017-01-01,"АО ""Тываэнергосбыт""","TUVASBYT","PTUVENER","93","Республика Тыва","FZSBOE01",232.81,217470.94
"848",2017-01-01,"АО ""АтомЭнергоСбыт""","ATOMSBYT","PTVERENE","28","Тверская область","FZZNOE24",1174.74,398982.52
"849",2017-01-01,"ПАО ""МРСК Центра""","MRSKCENT","PTVOBSK1","28","Тверская область","FZZNOE24",1306.74,398574.61
"850",2017-01-01,"ПАО ""МРСК Центра""","MRSKCENT","PTVOBSK2","28","Тверская область","FZZNOE24",1224.31,398181.55
"851",2017-01-01,"ПАО ""МРСК Центра""","MRSKCENT","PTVOBSK3","28","Тверская область","FZZNOE24",1236.8,399002.31
"852",2017-01-01,"ПАО ""МРСК Центра""","MRSKCENT","PTVOBSK4","28","Тверская область","FZZNOE24",1251.61,395462.24
"853",2017-01-01,"ОАО ""ЭнергосбыТ Плюс""","ORENBENE","PUDMURTE","94","Удмуртская Республика","FZURKR12",1146.16,395087.23
"854",2017-01-01,"ОАО ""Ульяновскэнерго""","ULYANENE","PULYANEN","73","Ульяновская область","FZVLOE13",1147.08,392971.27
"855",2017-01-01,"АО ""ЮТЭК""","UGORTEKO","PUTEREK3","71","Тюменская область","FZURTU08",908.62,402539.85
"856",2017-01-01,"АО ""ЮТЭК""","UGORTEKO","PUTEREK5","71","Тюменская область","FZURTU08",957.21,403850.43
"857",2017-01-01,"АО ""ЮТЭК""","UGORTEKO","PUTEREK6","71","Тюменская область","FZURTU08",978.21,402286.05
"858",2017-01-01,"АО ""Волгаэнергосбыт""","VOLGAESB","PVENESB1","22","Нижегородская область","FZZNOE24",1215.59,397217.15
"859",2017-01-01,"АО ""Витимэнергосбыт""","VITIMENS","PVITENSB","25","Иркутская область","FZSBOE01",1194.79,537576.84
"860",2017-01-01,"ПАО ""Владимирэнергосбыт""","VLADIMEN","PVLADIME","17","Владимирская область","FZZNOE24",1195.11,398990.14
"861",2017-01-01,"ОАО ""Владимирские коммунальные системы""","VLADKOMS","PVLKSIS1","17","Владимирская область","FZZNOE24",1201.55,398573.51
"862",2017-01-01,"ОАО ""Владимирские коммунальные системы""","VLADKOMS","PVLKSIS2","17","Владимирская область","FZZNOE24",1219.25,398317.88
"863",2017-01-01,"ОАО ""Владимирские коммунальные системы""","VLADKOMS","PVLKSIS3","17","Владимирская область","FZZNOE24",1209.95,395635.86
"864",2017-01-01,"ОАО ""Владимирские коммунальные системы""","VLADKOMS","PVLKSIS4","17","Владимирская область","FZZNOE24",1260.78,395497.56
"865",2017-01-01,"ОАО ""Владимирские коммунальные системы""","VLADKOMS","PVLKSIS5","17","Владимирская область","FZZNOE24",1240.65,398853.47
"866",2017-01-01,"ОАО ""Владимирские коммунальные системы""","VLADKOMS","PVLKSIS6","17","Владимирская область","FZZNOE24",1241.16,399516.37
"867",2017-01-01,"ОАО ""Владимирские коммунальные системы""","VLADKOMS","PVLKSIS7","17","Владимирская область","FZZNOE24",1235.89,392793.33
"868",2017-01-01,"ОАО ""Владимирские коммунальные системы""","VLADKOMS","PVLKSIS8","17","Владимирская область","FZZNOE24",1200.68,397745.94
"869",2017-01-01,"ОАО ""Владимирские коммунальные системы""","VLADKOMS","PVLKSIS9","17","Владимирская область","FZZNOE24",1199.88,391616.53
"870",2017-01-01,"ОАО ""Владимирские коммунальные системы""","VLADKOMS","PVLKSI10","17","Владимирская область","FZZNOE24",1191.77,394738.45
"871",2017-01-01,"ПАО ""Волгоградэнергосбыт""","VOLGOGEN","PVOLGOGE","18","Волгоградская область","FZYUVG17",1210.55,392327.08
"872",2017-01-01,"ОАО ""Вологдаэнергосбыт""","VOLOGENE","PVOLOGEN","19","Вологодская область","FZZNOE24",1181.49,478893.88
"873",2017-01-01,"ПАО ""ТНС энерго Воронеж""","VORNEGEN","PVORNEGE","20","Воронежская область","FZZNOE24",1210.45,403568.22
"874",2017-01-01,"ООО ""Ватт-Электросбыт""","ELSKVATT","PWATTEL1","89","Республика Мордовия","FZVLOE13",1225.1,392836.96
"875",2017-01-01,"ПАО ""ТНС энерго Ярославль""","YARENERG","PYARENER","78","Ярославская область","FZZNOE24",1241.24,408145.78
"876",2017-01-01,"ООО ""Заринская горэлектросеть""","ZARINGES","PZARELS1","01","Алтайский край","FZSBOE01",918.41,562445.02
