"","TDATE","PNAME","PCODE","TCODE","REGION_CODE","ZSP_CODE","P_VC_UNREG_AVG","P_NC_UNREG_AVG"
"12189",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR128","32","FZSBOE01",730.85,235547.54
"12190",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR130","19","FZZNOE24",1394447.29,-264796.98
"12191",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR131","14","FZZNOE24",1161.37,272621.3
"12192",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR133","22","FZZNOE24",1177.23,342996.11
"12193",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR134","41","FZSZOE27",1058.36,258447.04
"12194",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR135","18","FZYUVG17",1161.35,326063.8
"12195",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR136","22","FZZNOE24",1127.03,344030.77
"12196",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR137","89","FZVLOE13",1201.64,331732.42
"12197",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR138","89","FZVLOE13",1155.47,320710.18
"12198",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR139","49","FZSZOE27",1081.39,259183.81
"12199",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR140","28","FZZNOE24",1100.1,278679.37
"12200",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR144","17","FZZNOE24",1144.86,339637.89
"12201",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR146","03","FZYUKU20",1404.77,275521.86
"12202",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR150","63","FZVLBS15",1074.87,360654.95
"12203",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR151","41","FZSZOE27",1047.71,254088.33
"12204",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR152","15","FZZNOE24",1116.5,352145.52
"12205",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR153","46","FZZMSK26",1115.37,234738.95
"12206",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR155","22","FZZNOE24",1155.47,311892.96
"12207",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR156","71","FZURTU08",1033.14,314193.55
"12208",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR158","63","FZVLBS15",1130.46,343162.72
"12209",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR160","76200","FZSBCH04",674.04,594684.39
"12210",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR161","76200","FZSBCH04",674.93,620646.06
"12211",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR162","96","FZYUOE16",620.93,1284172.14
"12212",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR163","96","FZYUOE16",1466.71,300466.48
"12213",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR164","96","FZYUOE16",568.87,181985.26
"12214",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR165","15","FZZNOE24",1316.18,305739.59
"12215",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR166","15","FZZNOE24",1122.64,299944.98
"12216",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR170","46","FZZMSK26",1130.96,265722.25
"12217",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR174","18","FZYUVG17",1153.32,210858.9
"12218",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR175","17","FZZNOE24",1379.76,320250.31
"12219",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR177","03","FZYUKU20",1356.77,278045.96
"12220",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR178","49","FZSZOE27",1242.45,181813.83
"12221",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR182","61","FZZNOE24",1169.38,334396.48
"12222",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR184","54","FZZNOE24",1161.63,332752.87
"12223",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR186","46","FZZMSK26",1127.13,307579.37
"12224",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR188","73","FZVLOE13",1083.62,332957.78
"12225",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR189","17","FZZNOE24",1205.49,-132170.08
"12226",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR190","20","FZZNOE24",1150.29,320775.97
"12227",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR191","76200","FZSBCH04",668.84,447770.71
"12228",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR192","17","FZZNOE24",1278.15,232982.62
"12229",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR193","46","FZZMSK26",1119.42,269603.69
"12230",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR194","73","FZVLOE13",1132.82,329872.51
"12231",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR195","76200","FZSBCH04",582.81,658105.63
"12232",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR196","76200","FZSBCH04",607.74,-242048.47
"12233",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR197","73","FZVLOE13",1103.11,331320.07
"12234",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR198","46","FZZMSK26",1109.09,273718.8
"12235",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR202","63","FZVLBS15",1099.77,347909.12
"12236",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR203","17","FZZNOE24",1141.42,332060.19
"12237",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR205","58","FZSZOE27",1107.47,262062.98
"12238",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR206","58","FZSZOE27",1132.22,256830.6
"12239",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR207","37","FZUROE07",1079.64,632810.38
"12240",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR208","88","FZURKR12",1156.94,359282.36
"12241",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR211","22","FZZNOE24",1207.69,292717.87
"12242",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR212","33","FZURKR12",1152.39,358258.51
"12243",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR214","15","FZZNOE24",1352.7,173816.44
"12244",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR220","29","FZZNOE24",1126.1,275755.77
"12245",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR222","29","FZZNOE24",1144.4,296461.56
"12246",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR223","70","FZZNOE24",1732.09,-83613.06
"12247",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR224","89","FZVLOE13",1213.76,329472.26
"12248",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR225","73","FZVLOE13",1101.58,317703.18
"12249",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR226","29","FZZNOE24",1133.17,272640.08
"12250",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR227","70","FZZNOE24",1432.18,323681.17
"12251",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR229","15","FZZNOE24",1150.77,294998.84
"12252",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR230","76200","FZSBCH04",701.28,633084.96
"12253",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR232","69","FZSBOE01",755.35,326436.21
"12254",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR233","58","FZSZOE27",1087.08,277492.23
"12255",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR234","33","FZURKR12",1365.02,228062.43
"12256",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR250","57","FZUROE07",1093.36,239685.81
"12257",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR252","80","FZUROE07",1174.55,369823.81
"12258",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR253","46","FZZMSK26",1137.22,273485.7
"12259",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR258","38","FZZNOE24",1099.19,340336.37
"12260",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR259","57","FZUROE07",1084.14,329895.92
"12261",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR264","19","FZZNOE24",5917.19,-165484.18
"12262",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR275","70","FZZNOE24",1338.94,322707.67
"12263",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR279","25","FZSBOE01",672.47,217464.04
"12264",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR288","29","FZZNOE24",1334.69,221715.06
"12265",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR289","29","FZZNOE24",1166.19,346358.89
"12266",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR290","29","FZZNOE24",1141.31,322695.91
"12267",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR291","29","FZZNOE24",1170.04,199645.16
"12268",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR293","58","FZSZOE27",1124.64,259784.24
"12269",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR299","29","FZZNOE24",1151.04,327073.8
"12270",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR302","28","FZZNOE24",1183.02,351576.46
"12271",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR309","38","FZZNOE24",1133.95,330917.13
"12272",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR312","28","FZZNOE24",1203.56,335176.91
"12273",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR322","53","FZUROE07",1122.15,350370.57
"12274",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR323","71","FZURTU08",1103.7,173001.65
"12275",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR325","46","FZZMSK26",1107.73,267922.42
"12276",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR335","22","FZZNOE24",1168.59,344017.15
"12277",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR336","22","FZZNOE24",1544.27,142796.38
"12278",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR337","86","FZSZOE27",1031.58,222837.8
"12279",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR364","24","FZZNOE24",1121.67,339771.65
"12280",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR370","75","FZUROE07",1093.45,337123.44
"12281",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR374","28","FZZNOE24",1086.67,321901.74
"12282",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR392","76200","FZSBCH04",683.62,595173.81
"12283",2014-02-01,"Муниципальное унитарное предприятие Истринского муниципального района ""Объединение ""Истринские электросети""","ISTRSETI","POISTRS1","46","FZZMSK26",1126.72,267757.94
"12284",2014-02-01,"Муниципальное унитарное предприятие Истринского муниципального района ""Объединение ""Истринские электросети""","ISTRSETI","POISTRS2","46","FZZMSK26",1136.72,259987.41
"12285",2014-02-01,"ОАО ""МРСК Сибири""","MRSKSIBR","POMSKENE","52","FZSBOM03",801.38,209618.88
"12286",2014-02-01,"ОАО ""МРСК Сибири""","MRSKSIBR","POMSKEZN","52","FZURTU08",1044.59,285935.3
"12287",2014-02-01,"ООО ""ИНТЕР РАО - Орловский энергосбыт""","IRAORLSB","PORELENE","54","FZZNOE24",1162.76,264984.01
"12288",2014-02-01,"ОАО ""Оренбургэнергосбыт""","ORENBENE","PORENBEN","53","FZUROE07",1134.97,289846.4
"12289",2014-02-01,"ЗАО ""Оренбургсельэнергосбыт""","ORSELSBT","PORENSL1","53","FZUROE07",1126.91,285596.71
"12290",2014-02-01,"ЗАО ""Оренбургсельэнергосбыт""","ORSELSBT","PORENSL2","53","FZUROE07",1100,280418.79
"12291",2014-02-01,"ЗАО ""Оренбургсельэнергосбыт""","ORSELSBT","PORENSL3","53","FZUROE07",1127.68,268163.93
"12292",2014-02-01,"ЗАО ""Оренбургсельэнергосбыт""","ORSELSBT","PORENSL4","53","FZUROE07",1136.24,282062.48
"12293",2014-02-01,"ЗАО ""Оренбургсельэнергосбыт""","ORSELSBT","PORENSL5","53","FZUROE07",1121.63,289183.33
"12294",2014-02-01,"ООО ""Энерготрейдинг""","ENTREDIN","PPENZAEN","56","FZVLOE13",1136.12,271361.6
"12295",2014-02-01,"ОАО ""Пермэнергосбыт""","PERMENER","PPERMENE","57","FZUROE07",1125.53,295905.71
"12296",2014-02-01,"ОАО ""Псковэнергосбыт""","PSKOVENE","PPSKOVEN","58","FZSZOE27",1127.94,272192.34
"12297",2014-02-01,"ОАО ""ПЭС"" (г.Пятигорск)","PYATELSE","PPYATELS","07","FZYUOE16",1468,269572.77
"12298",2014-02-01,"ООО ""РЭК""","REKKURSK","PREKKUR1","38","FZZNOE24",1137.52,263762.76
"12299",2014-02-01,"ООО ""РКС-энерго""","RKSENERG","PRKSELO1","41","FZSZOE27",1046.22,263810.26
"12300",2014-02-01,"ООО ""РКС-энерго""","RKSENERG","PRKSELO2","41","FZSZOE27",1059.83,264909.22
"12301",2014-02-01,"ООО ""РКС-энерго""","RKSENERG","PRKSELO3","41","FZSZOE27",1054.33,267856.14
"12302",2014-02-01,"ООО ""РКС-энерго""","RKSENERG","PRKSELO4","41","FZSZOE27",1069.61,269532.52
"12303",2014-02-01,"ООО ""РКС-энерго""","RKSENERG","PRKSELO5","41","FZSZOE27",933.11,267013.53
"12304",2014-02-01,"ООО ""РКС-энерго""","RKSENERG","PRKSELO6","41","FZSZOE27",1059.41,263134.48
"12305",2014-02-01,"ООО ""РКС-энерго""","RKSENERG","PRKSELO7","41","FZSZOE27",1046.97,261746.57
"12306",2014-02-01,"ООО ""РКС-энерго""","RKSENERG","PRKSELO8","41","FZSZOE27",1044.86,285768.2
"12307",2014-02-01,"ООО ""РКС-энерго""","RKSENERG","PRKSELO9","41","FZSZOE27",1038.7,265586.74
"12308",2014-02-01,"ООО ""РКС-энерго""","RKSENERG","PRKSEL10","41","FZSZOE27",1088.46,262255.7
"12309",2014-02-01,"ООО ""РКС-энерго""","RKSENERG","PRKSEL11","41","FZSZOE27",1040.03,269451.2
"12310",2014-02-01,"ООО ""РКС-энерго""","RKSENERG","PRKSEL12","41","FZSZOE27",1227.26,272722.93
"12311",2014-02-01,"ООО ""РКС-энерго""","RKSENERG","PRKSEL13","41","FZSZOE27",1075.7,267420.81
"12312",2014-02-01,"ООО ""РКС-энерго""","RKSENERG","PRKSEL14","41","FZSZOE27",1070.34,265101.96
"12313",2014-02-01,"ООО ""РКС-энерго""","RKSENERG","PRKSEL15","41","FZSZOE27",1054.29,267941.04
"12314",2014-02-01,"ООО ""РКС-энерго""","RKSENERG","PRKSEL16","41","FZSZOE27",999.64,204102.36
"12315",2014-02-01,"ООО ""РКС-энерго""","RKSENERG","PRKSEL17","41","FZSZOE27",1068.08,271583.87
"12316",2014-02-01,"ООО ""РКС-энерго""","RKSENERG","PRKSEL18","41","FZSZOE27",1054.2,253288.32
"12317",2014-02-01,"ОАО ""Роскоммунэнерго""","ROSKOMEN","PROSKOM1","65","FZUROE07",1079.1,287221.81
"12318",2014-02-01,"ОАО ""Энергосбыт Ростовэнерго""","ROSTOVEN","PROSTOVE","60","FZYUKU20",1238.23,231440.55
"12319",2014-02-01,"ООО ""РУСЭНЕРГОСБЫТ""","RUSENSBI","PRUSGDKL","47","FZSZKO28",852.55,274409.74
"12320",2014-02-01,"ООО ""РУСЭНЕРГОСБЫТ""","RUSENSBI","PRUSGDLE","41","FZSZOE27",1047.96,270819.62
"12321",2014-02-01,"ООО ""РУСЭНЕРГОСБЫТ""","RUSENSBI","PRUSGDRK","86","FZSZOE27",933,276515.76
"12322",2014-02-01,"ООО ""РУСЭНЕРГОСБЫТ""","RUSENSBI","PRUSGDS2","95","FZSBOE01",748.14,132734.99
"12323",2014-02-01,"ООО ""РУСЭНЕРГОСБЫТ""","RUSENSBI","PRUSGDVL","17","FZZNOE24",1132.43,271099.7
"12324",2014-02-01,"ООО ""РУСЭНЕРГОСБЫТ""","RUSENSBI","PRUSGD01","18","FZYUVG17",1156.05,277315.69
"12325",2014-02-01,"ООО ""РУСЭНЕРГОСБЫТ""","RUSENSBI","PRUSGD03","89","FZVLOE13",1176.13,273147.19
"12326",2014-02-01,"ООО ""РУСЭНЕРГОСБЫТ""","RUSENSBI","PRUSGD07","33","FZURKR12",1164.86,279558.45
"12327",2014-02-01,"ООО ""РУСЭНЕРГОСБЫТ""","RUSENSBI","PRUSGD13","18","FZYUVG17",1159.6,276768.69
"12328",2014-02-01,"ООО ""РУСЭНЕРГОСБЫТ""","RUSENSBI","PRUSGD24","18","FZYUVG17",1179.81,275456.28
"12329",2014-02-01,"ООО ""РУСЭНЕРГОСБЫТ""","RUSENSBI","PRUSGD25","18","FZYUVG17",1132.16,278587.17
"12330",2014-02-01,"ООО ""РУСЭНЕРГОСБЫТ""","RUSENSBI","PRUSGD26","18","FZYUVG17",1191.92,256456.6
"12331",2014-02-01,"ООО ""РУСЭНЕРГОСБЫТ""","RUSENSBI","PRUSGD27","18","FZYUVG17",1113.41,289615.27
"12332",2014-02-01,"ООО ""РУСЭНЕРГОСБЫТ""","RUSENSBI","PRUSGD29","18","FZYUVG17",1188.14,278753.61
"12333",2014-02-01,"ООО ""РУСЭНЕРГОСБЫТ""","RUSENSBI","PRUSGD35","12","FZYUAS18",1091.35,275022.61
"12334",2014-02-01,"ООО ""РУСЭНЕРГОСБЫТ""","RUSENSBI","PRUSGD36","46","FZZMSK26",1133.38,271686.49
"12335",2014-02-01,"ООО ""РУСЭНЕРГОСБЫТ""","RUSENSBI","PRUSGD37","22","FZZNOE24",1155.22,269111.33
"12336",2014-02-01,"ООО ""РУСЭНЕРГОСБЫТ""","RUSENSBI","PRUSGD38","53","FZUROE07",1146.75,291812.59
"12337",2014-02-01,"ООО ""РУСЭНЕРГОСБЫТ""","RUSENSBI","PRUSGD39","63","FZVLBS15",1085.7,284684.64
"12338",2014-02-01,"ООО ""РУСЭНЕРГОСБЫТ""","RUSENSBI","PRUSGD47","78","FZZNOE24",1165.47,270372.87
"12339",2014-02-01,"ООО ""РУСЭНЕРГОСБЫТ""","RUSENSBI","PRUSGD49","34","FZZNOE24",1134.88,277913.26
"12340",2014-02-01,"ООО ""РУСЭНЕРГОСБЫТ""","RUSENSBI","PRUSGD52","25","FZSBOE01",671.05,142157.84
"12341",2014-02-01,"ООО ""РГМЭК"" (г.Рязань)","RYAZENGR","PRYAZEL1","61","FZZNOE24",1179.5,260052.01
"12342",2014-02-01,"ОАО ""РЭСК"" (г.Рязань)","RYAZENER","PRYAZENE","61","FZZNOE24",1162.78,264528.5
"12343",2014-02-01,"ОАО ""Самараэнерго""","SAMARAEN","PSAMARAE","36","FZUROE07",1086,269452.73
"12344",2014-02-01,"ЗАО ""СамГЭС"" (г.Самара)","SAMGESGP","PSAMELS1","36","FZVLOE13",1122.28,247616.88
"12345",2014-02-01,"ОАО ""Саратовэнерго""","SARATENE","PSARATEN","63","FZVLBS15",1069.52,281985.87
"12346",2014-02-01,"ООО ""СПГЭС""","SARGORES","PSARELS1","63","FZVLBS15",1086.14,273735.14
"12347",2014-02-01,"ОАО ""Севкавказэнерго""","SEVKAVEN","PSEVKAVE","90","FZYUOE16",554.74,304361.41
