"","SESSION_ID","FINAL_CALCULATION_FLAG","TDATE","PNAME","PCODE","TCODE","REGION_CODE","P_NC_UNREG_AVG"
"1146",2750,1,"2011-04-01 00:00:00.0","ОАО ""Владимирская энергосбытовая компания""","VLADIMEN","PVLADIME","17",244441.342807344
"1147",2750,1,"2011-04-01 00:00:00.0","ОАО ""Владимирские коммунальные системы""","VLADKOMS","PVLKSIS1","17",244644.948625567
"1148",2750,1,"2011-04-01 00:00:00.0","ОАО ""Владимирские коммунальные системы""","VLADKOMS","PVLKSIS2","17",244686.565432618
"1149",2750,1,"2011-04-01 00:00:00.0","ОАО ""Владимирские коммунальные системы""","VLADKOMS","PVLKSIS3","17",244359.191593937
"1150",2750,1,"2011-04-01 00:00:00.0","ОАО ""Владимирские коммунальные системы""","VLADKOMS","PVLKSIS4","17",244265.443226004
"1151",2750,1,"2011-04-01 00:00:00.0","ОАО ""Владимирские коммунальные системы""","VLADKOMS","PVLKSIS5","17",244572.540653032
"1152",2750,1,"2011-04-01 00:00:00.0","ОАО ""Владимирские коммунальные системы""","VLADKOMS","PVLKSIS6","17",244381.822475811
"1153",2750,1,"2011-04-01 00:00:00.0","ОАО ""Владимирские коммунальные системы""","VLADKOMS","PVLKSIS7","17",244570.983995013
"1154",2750,1,"2011-04-01 00:00:00.0","ОАО ""Владимирские коммунальные системы""","VLADKOMS","PVLKSIS8","17",245695.563463505
"1155",2750,1,"2011-04-01 00:00:00.0","ОАО ""Владимирские коммунальные системы""","VLADKOMS","PVLKSIS9","17",244532.63017498
"1156",2750,1,"2011-04-01 00:00:00.0","ОАО ""Владимирские коммунальные системы""","VLADKOMS","PVLKSI10","17",244257.531938021
"1157",2750,1,"2011-04-01 00:00:00.0","ОАО ""Волгоградэнергосбыт""","VOLGOGEN","PVOLGOGE","18",242728.121851006
"1158",2750,1,"2011-04-01 00:00:00.0","ОАО ""Вологдаэнергосбыт""","VOLOGENE","PVOLOGEN","19",241636.903311238
"1159",2750,1,"2011-04-01 00:00:00.0","ОАО ""Воронежская энергосбытовая компания""","VORNEGEN","PVORNEGE","20",244400.203010734
"1160",2750,1,"2011-04-01 00:00:00.0","ООО ""Электросбытовая компания ""Ватт-Электросбыт""","ELSKVATT","PWATTEL1","89",237203.095489316
"1161",2750,1,"2011-04-01 00:00:00.0","ОАО ""Ярославская сбытовая компания""","YARENERG","PYARENER","78",244279.273494668
"1162",2770,1,"2011-05-01 00:00:00.0","ООО ""Абаканэнергосбыт""","ABAKANSB","PABAKSB1","95",145289.064923896
"1163",2770,1,"2011-05-01 00:00:00.0","ООО ""Абаканэнергосбыт""","ABAKANSB","PABAKSB2","95",143496.402892475
"1164",2770,1,"2011-05-01 00:00:00.0","ООО ""Алексинэнергосбыт""","ALEKSNSB","PALEKSB1","70",243091.850834969
"1165",2770,1,"2011-05-01 00:00:00.0","ОАО ""Алтайкрайэнерго""","ALTAIKEN","PALKREN1","01",322970.300388776
"1166",2770,1,"2011-05-01 00:00:00.0","ОАО ""Алтайкрайэнерго""","ALTAIKEN","PALKREN2","01",282983.832351804
"1167",2770,1,"2011-05-01 00:00:00.0","ОАО ""Алтайкрайэнерго""","ALTAIKEN","PALKREN3","01",318535.715524993
"1168",2770,1,"2011-05-01 00:00:00.0","ОАО ""Алтайкрайэнерго""","ALTAIKEN","PALKREN4","01",318013.761631767
"1169",2770,1,"2011-05-01 00:00:00.0","ОАО ""Алтайкрайэнерго""","ALTAIKEN","PALKREN5","01",185024.407379162
"1170",2770,1,"2011-05-01 00:00:00.0","ОАО ""Алтайкрайэнерго""","ALTAIKEN","PALKREN6","01",300526.781632715
"1171",2770,1,"2011-05-01 00:00:00.0","ОАО ""Алтайкрайэнерго""","ALTAIKEN","PALKREN7","01",326124.408422669
"1172",2770,1,"2011-05-01 00:00:00.0","ОАО ""Алтайкрайэнерго""","ALTAIKEN","PALKREN8","01",311524.360555481
"1173",2770,1,"2011-05-01 00:00:00.0","ОАО ""Алтайкрайэнерго""","ALTAIKEN","PALKREN9","01",323748.082089755
"1174",2770,1,"2011-05-01 00:00:00.0","ОАО ""Алтайкрайэнерго""","ALTAIKEN","PALKRE10","01",331438.914294949
"1175",2770,1,"2011-05-01 00:00:00.0","ОАО ""Алтайкрайэнерго""","ALTAIKEN","PALKRE11","01",321935.407611939
"1176",2770,1,"2011-05-01 00:00:00.0","ОАО ""Алтайкрайэнерго""","ALTAIKEN","PALKRE12","01",200566.350861696
"1177",2770,1,"2011-05-01 00:00:00.0","ОАО ""Алтайкрайэнерго""","ALTAIKEN","PALKRE13","01",318325.696643749
"1178",2770,1,"2011-05-01 00:00:00.0","ОАО ""Алтайкрайэнерго""","ALTAIKEN","PALKRE14","01",328104.262095233
"1179",2770,1,"2011-05-01 00:00:00.0","ОАО ""Алтайкрайэнерго""","ALTAIKEN","PALKRE15","01",231544.7666
"1180",2770,1,"2011-05-01 00:00:00.0","ОАО ""Алтайэнергосбыт""","ALTAENSB","PALTENER","01",289878.641011611
"1181",2770,1,"2011-05-01 00:00:00.0","ОАО ""Алтайэнергосбыт""","ALTAENSB","PALTRESP","84",316078.091384363
"1182",2770,1,"2011-05-01 00:00:00.0","ООО ""Арктик-энерго""","ARCTIKEN","PARKTIK1","47",227077.93841869
"1183",2770,1,"2011-05-01 00:00:00.0","ООО ""Арктик-энерго""","ARCTIKEN","PARKTIK2","47",228270.955307839
"1184",2770,1,"2011-05-01 00:00:00.0","ООО ""Арктик-энерго""","ARCTIKEN","PARKTIK3","47",229171.199549509
"1185",2770,1,"2011-05-01 00:00:00.0","ООО ""Арктик-энерго""","ARCTIKEN","PARKTIK4","47",228434.537306393
"1186",2770,1,"2011-05-01 00:00:00.0","ООО ""Арктик-энерго""","ARCTIKEN","PARKTIK5","47",228335.445131535
"1187",2770,1,"2011-05-01 00:00:00.0","ООО ""Арктик-энерго""","ARCTIKEN","PARKTIK6","47",227631.102216947
"1188",2770,1,"2011-05-01 00:00:00.0","ОАО ""Астраханская энергосбытовая компания""","ASTRHENE","PASTRHEN","12",234590.018493588
"1189",2770,1,"2011-05-01 00:00:00.0","ЗАО ""БЭЛС"" (г.Балашиха)","BALASHEL","PBALEST1","46",250254.658335649
"1190",2770,1,"2011-05-01 00:00:00.0","ОАО ""БГЭС"" (г.Барнаул)","BARNGORS","PBARELS1","01",311755.506951874
"1191",2770,1,"2011-05-01 00:00:00.0","ООО ""ЭСКБ""","BASHKESK","PBASHENE","80",241063.666044134
"1192",2770,1,"2011-05-01 00:00:00.0","ОАО ""Белгородская сбытовая компания""","BELGOREN","PBELGORE","14",243341.115645062
"1193",2770,1,"2011-05-01 00:00:00.0","МУП ""БЭСО"" Борисоглебского городского округа Воронежской области","MPBORISO","PBORESB1","20",243478.452567324
"1194",2770,1,"2011-05-01 00:00:00.0","ОАО ""Брянская сбытовая компания""","BRYANENE","PBRYANEN","15",243403.170023075
"1195",2770,1,"2011-05-01 00:00:00.0","МУП г.Буденновска ""Горэлектросеть""","BUDELSET","PBUDGORS","07",232571.001396174
"1196",2770,1,"2011-05-01 00:00:00.0","ОАО ""Бурятэнергоcбыт""","BURYATEN","PBURYATE","81",178144.654428537
"1197",2770,1,"2011-05-01 00:00:00.0","ОАО ""Челябэнергосбыт""","CHELENER","PCHELENE","75",241044.690768102
"1198",2770,1,"2011-05-01 00:00:00.0","ОАО ""Читинская энергосбытовая компания""","CHITAENE","PCHITAEN","76200",359726.622935599
"1199",2770,1,"2011-05-01 00:00:00.0","ОАО ""Чувашская энергосбытовая компания""","CHUVENER","PCHUVENE","97",233865.195572233
"1200",2770,1,"2011-05-01 00:00:00.0","ОАО ""Дагестанская энергосбытовая компания""","DAGESBYT","PDAGENER","82",176560.290331372
"1201",2770,1,"2011-05-01 00:00:00.0","ООО ""ДЭС""","DONENATS","PDONENA1","60",238253.28735693
"1202",2770,1,"2011-05-01 00:00:00.0","ООО ""ДЭС""","DONENATS","PDONENA2","60",238856.905951174
"1203",2770,1,"2011-05-01 00:00:00.0","ООО ""ДЭС""","DONENATS","PDONENA3","60",237232.057198953
"1204",2770,1,"2011-05-01 00:00:00.0","ООО ""ДЭС""","DONENATS","PDONENA4","60",237203.040913551
"1205",2770,1,"2011-05-01 00:00:00.0","ООО ""ДЭС""","DONENATS","PDONENA5","60",237712.953347619
"1206",2770,1,"2011-05-01 00:00:00.0","ООО ""ДЭС""","DONENATS","PDONENA6","60",238477.92475024
"1207",2770,1,"2011-05-01 00:00:00.0","ООО ""ДЭС""","DONENATS","PDONENA7","60",238142.768399917
"1208",2770,1,"2011-05-01 00:00:00.0","ООО ""ДЭС""","DONENATS","PDONENA8","60",237484.042272998
"1209",2770,1,"2011-05-01 00:00:00.0","ООО ""ДЭС""","DONENATS","PDONENA9","60",237322.080857303
"1210",2770,1,"2011-05-01 00:00:00.0","ОАО ""Горэлектросеть"" (г.Ессентуки)","ESSENTUK","PEGORELS","07",231729.839687059
"1211",2770,1,"2011-05-01 00:00:00.0","ОАО ""ЕЭнС"" (г.Екатеринбург)","EKATSBKO","PEKELSK1","65",241088.90295586
"1212",2770,1,"2011-05-01 00:00:00.0","ОАО ""Электросеть"" (г.Мытищи)","ELSETMYT","PELSETMT","46",249809.173219535
"1213",2770,1,"2011-05-01 00:00:00.0","ООО ""ЭНЕРГИЯ ХОЛДИНГ""","ENERHOLD","PENHOLD1","41",222212.313726942
"1214",2770,1,"2011-05-01 00:00:00.0","ООО ""ЭНЕРГИЯ ХОЛДИНГ""","ENERHOLD","PENHOLD3","41",221777.135370502
"1215",2770,1,"2011-05-01 00:00:00.0","ООО ""ЭНЕРГИЯ ХОЛДИНГ""","ENERHOLD","PENHOLD4","41",214165.826573436
"1216",2770,1,"2011-05-01 00:00:00.0","ООО ""ЭНЕРГИЯ ХОЛДИНГ""","ENERHOLD","PENHOLD5","41",219435.132094831
"1217",2770,1,"2011-05-01 00:00:00.0","ООО ""ЭНЕРГИЯ ХОЛДИНГ""","ENERHOLD","PENHOLD6","41",229446.500125499
"1218",2770,1,"2011-05-01 00:00:00.0","ООО ""ЭНЕРГИЯ ХОЛДИНГ""","ENERHOLD","PENHOLD7","41",227482.439956673
"1219",2770,1,"2011-05-01 00:00:00.0","ООО ""ЭНЕРГИЯ ХОЛДИНГ""","ENERHOLD","PENHOLD8","41",212554.286104355
"1220",2770,1,"2011-05-01 00:00:00.0","ООО ""ЭНЕРГИЯ ХОЛДИНГ""","ENERHOLD","PENHOLD9","41",186524.291810222
"1221",2770,1,"2011-05-01 00:00:00.0","ООО ""ЭНЕРГИЯ ХОЛДИНГ""","ENERHOLD","PENHOL10","41",224116.146027358
"1222",2770,1,"2011-05-01 00:00:00.0","ООО ""ЭНЕРГИЯ ХОЛДИНГ""","ENERHOLD","PENHOL11","41",232601.869550714
"1223",2770,1,"2011-05-01 00:00:00.0","ООО ""Энергокомфорт"". Карелия""","EKOMFORT","PENKOMF1","86",222136.399217698
"1224",2770,1,"2011-05-01 00:00:00.0","ОАО ""470 ЭС""","OAO470ES","PESVMF01","41",216404.744180272
"1225",2770,1,"2011-05-01 00:00:00.0","ОАО ""470 ЭС""","OAO470ES","PESVMF02","41",209226.630204833
"1226",2770,1,"2011-05-01 00:00:00.0","ОАО ""ГОРЭЛЕКТРОСЕТЬ"" (г.Кисловодск)","GORELKIS","PGELESKS","07",231907.76678834
"1227",2770,1,"2011-05-01 00:00:00.0","ОАО ""Горэлектросеть"" г.Невинномысск","NEVNGORS","PGELSNV1","07",231925.493186314
"1228",2770,1,"2011-05-01 00:00:00.0","ОАО ""Горэлектросеть"" г.Невинномысск","NEVNGORS","PGELSNV2","07",234509.41939371
"1229",2770,1,"2011-05-01 00:00:00.0","МП ""ГЭС"" (г.Ханты-Мансийск)","HANTGORS","PGORESHM","71",225172.425666975
"1230",2770,1,"2011-05-01 00:00:00.0","ОАО ""Хакасэнергосбыт""","HAKASENE","PHAKASEN","95",152865.990356431
"1231",2770,1,"2011-05-01 00:00:00.0","ОАО ""Ингушэнерго""","INGUSHEN","PINGUSHE","26",188089.037371115
"1232",2770,1,"2011-05-01 00:00:00.0","ОАО ""ИНТЕР РАО ЕЭС""","INTRAOES","PINTORE1","54",241314.002695422
"1233",2770,1,"2011-05-01 00:00:00.0","ОАО ""ИНТЕР РАО ЕЭС""","INTRAOES","PINTORE2","54",243137.405800153
"1234",2770,1,"2011-05-01 00:00:00.0","ОАО ""ИНТЕР РАО ЕЭС""","INTRAOES","PINTORE3","54",244112.795066827
"1235",2770,1,"2011-05-01 00:00:00.0","ОАО ""ИНТЕР РАО ЕЭС""","INTRAOES","PINTORE4","54",243484.843883495
"1236",2770,1,"2011-05-01 00:00:00.0","ООО ""Иркутскэнергосбыт""","IRKUTSBT","PIRKUTEN","25",74097.6458647321
"1237",2770,1,"2011-05-01 00:00:00.0","МУП ""Ивантеевские Электросети""","IVELSETI","PIVANTES","46",253593.145950926
"1238",2770,1,"2011-05-01 00:00:00.0","ОАО ""Ивэнергосбыт""","IVENERGO","PIVENERG","24",243473.957626194
"1239",2770,1,"2011-05-01 00:00:00.0","ООО ""Энергосетевая компания""","IVENERSK","PIVENSK1","24",242746.694778654
"1240",2770,1,"2011-05-01 00:00:00.0","ООО ""Энергосетевая компания""","IVENERSK","PIVENSK2","24",242841.483671972
"1241",2770,1,"2011-05-01 00:00:00.0","ООО ""Энергосетевая компания""","IVENERSK","PIVENSK3","24",242826.410611052
"1242",2770,1,"2011-05-01 00:00:00.0","ООО ""Энергосетевая компания""","IVENERSK","PIVENSK4","24",319727.951363301
"1243",2770,1,"2011-05-01 00:00:00.0","ООО ""Энергосетевая компания""","IVENERSK","PIVENSK5","24",238943.040333985
"1244",2770,1,"2011-05-01 00:00:00.0","ООО ""Энергосетевая компания""","IVENERSK","PIVENSK6","24",235793.420951
"1245",2770,1,"2011-05-01 00:00:00.0","ООО ""Энергосетевая компания""","IVENERSK","PIVENSK7","24",248854.989023195
"1246",2770,1,"2011-05-01 00:00:00.0","ООО ""Энергосетевая компания""","IVENERSK","PIVENSK8","24",245117.80149647
"1247",2770,1,"2011-05-01 00:00:00.0","ООО ""Энергосетевая компания""","IVENERSK","PIVENSK9","24",243840.933157206
"1248",2770,1,"2011-05-01 00:00:00.0","ООО ""Энергосетевая компания""","IVENERSK","PIVENS10","24",243076.674677284
"1249",2770,1,"2011-05-01 00:00:00.0","ООО ""Энергосетевая компания""","IVENERSK","PIVENS11","24",241830.223384382
"1250",2770,1,"2011-05-01 00:00:00.0","ООО ""Энергосетевая компания""","IVENERSK","PIVENS12","24",237368.008614237
"1251",2770,1,"2011-05-01 00:00:00.0","ООО ""Энергосетевая компания""","IVENERSK","PIVENS13","24",237497.166617125
"1252",2770,1,"2011-05-01 00:00:00.0","ООО ""Энергосетевая компания""","IVENERSK","PIVENS14","24",274024.519235835
"1253",2770,1,"2011-05-01 00:00:00.0","ООО ""Энергосетевая компания""","IVENERSK","PIVENS15","24",242342.614267827
"1254",2770,1,"2011-05-01 00:00:00.0","ООО ""Энергосетевая компания""","IVENERSK","PIVENS16","24",235611.204600484
"1255",2770,1,"2011-05-01 00:00:00.0","ООО ""Энергосетевая компания""","IVENERSK","PIVENS17","24",244398.060170569
"1256",2770,1,"2011-05-01 00:00:00.0","ООО ""Энергосетевая компания""","IVENERSK","PIVENS18","24",243014.28505144
"1257",2770,1,"2011-05-01 00:00:00.0","ООО ""Энергосетевая компания""","IVENERSK","PIVENS19","24",243167.005568097
"1258",2770,1,"2011-05-01 00:00:00.0","ООО ""Энергосетевая компания""","IVENERSK","PIVENS20","24",243390.250239005
"1259",2770,1,"2011-05-01 00:00:00.0","ОАО ""Каббалкэнерго""","KABBAGEN","PKABBAGE","83",186169.674435812
"1260",2770,1,"2011-05-01 00:00:00.0","ОАО ""Калмэнергосбыт""","KALMENER","PKALMENE","85",238505.303494294
"1261",2770,1,"2011-05-01 00:00:00.0","ОАО ""Калужская сбытовая компания""","KALUGENE","PKALUGEN","29",243451.373144965
"1262",2770,1,"2011-05-01 00:00:00.0","ОАО ""Карельская энергосбытовая компания""","KARELENE","PKARELEN","86",226175.42123069
"1263",2770,1,"2011-05-01 00:00:00.0","ОАО ""Карачаево-Черкесскэнерго""","KCHERKEN","PKCHERKE","91",181282.7649147
"1264",2770,1,"2011-05-01 00:00:00.0","ОАО ""Кировэнергосбыт""","KIROVENE","PKIROVEN","33",234610.403844574
"1265",2770,1,"2011-05-01 00:00:00.0","ОАО ""Колэнергосбыт""","KOLENERG","PKOLENER","47",226056.88449586
"1266",2770,1,"2011-05-01 00:00:00.0","ОАО ""Королевская электросеть СК""","KOROLSET","PKORELS1","46",249358.224242026
"1267",2770,1,"2011-05-01 00:00:00.0","ОАО ""Костромская сбытовая компания""","KOSTRENE","PKOSTREN","34",243401.429000503
"1268",2770,1,"2011-05-01 00:00:00.0","ОАО ""КЭС"" (г.Красногорск)","KRASNGOR","PKRAELS1","46",252897.871710333
"1269",2770,1,"2011-05-01 00:00:00.0","ОАО ""Красноярскэнергосбыт""","KRASNOEN","PKRASNEN","04",182498.130117295
"1270",2770,1,"2011-05-01 00:00:00.0","ОАО ""Кубаньэнергосбыт""","KUBANESK","PKUBANEN","03",253823.400905575
"1271",2770,1,"2011-05-01 00:00:00.0","ОАО ""Энергосбыт"" (г.Курган)","KURGENRG","PKURGANE","37",241040.013294559
"1272",2770,1,"2011-05-01 00:00:00.0","ОАО ""Курская ЭСК""","KURSKENE","PKURSKEN","38",243363.304637216
"1273",2770,1,"2011-05-01 00:00:00.0","ОАО ""Кузбассэнергосбыт""","KUZBSBYT","PKUZBENE","32",196866.054603734
"1274",2770,1,"2011-05-01 00:00:00.0","ОАО ""Петербургская сбытовая компания""","LENENERG","PLENENER","41",224703.164891668
"1275",2770,1,"2011-05-01 00:00:00.0","ООО ""ГЭСК"" (г.Липецк)","GORODESK","PLGORSB1","42",243466.283914346
"1276",2770,1,"2011-05-01 00:00:00.0","ООО ""ГЭСК"" (г.Липецк)","GORODESK","PLGORSB2","42",243566.136668512
"1277",2770,1,"2011-05-01 00:00:00.0","ООО ""ГЭСК"" (г.Липецк)","GORODESK","PLGORSB3","42",243379.43318546
"1278",2770,1,"2011-05-01 00:00:00.0","ОАО ""ЛЭСК"" (г.Липецк)","LIPECKEN","PLIPECKE","42",243451.322654793
"1279",2770,1,"2011-05-01 00:00:00.0","ООО ""МЭК"" (г.Магнитогорск)","MAGNENKO","PMAGENKO","75",241165.660763786
"1280",2770,1,"2011-05-01 00:00:00.0","ОАО ""Мариэнергосбыт""","MARIENER","PMARIENE","88",237719.986776551
"1281",2770,1,"2011-05-01 00:00:00.0","ООО ""Металлэнергофинанс""","METALENE","PMETALEN","32",203184.151678229
"1282",2770,1,"2011-05-01 00:00:00.0","ОАО ""Мордовская энергосбытовая компания""","MORDOVEN","PMORDOVE","89",240928.204271925
"1283",2770,1,"2011-05-01 00:00:00.0","ОАО ""Мосэнергосбыт""","MOSENERG","PMOSENER","46",251130.220255391
"1284",2770,1,"2011-05-01 00:00:00.0","ООО ""ЭНЕРГОСБЫТХОЛДИНГ""","RUSENSBM","PMRUSGD1","46",253191.871268845
"1285",2770,1,"2011-05-01 00:00:00.0","ОАО ""НЭСК"" (г.Краснодар)","NESKKRSN","PNESKRA1","03",249396.173498081
"1286",2770,1,"2011-05-01 00:00:00.0","ОАО ""НЭСК"" (г.Краснодар)","NESKKRSN","PNESKRA2","03",234058.689186175
"1287",2770,1,"2011-05-01 00:00:00.0","ОАО ""НЭСК"" (г.Краснодар)","NESKKRSN","PNESKRA3","03",234786.869134907
"1288",2770,1,"2011-05-01 00:00:00.0","ОАО ""НЭСК"" (г.Краснодар)","NESKKRSN","PNESKRA4","03",233999.946801653
"1289",2770,1,"2011-05-01 00:00:00.0","ОАО ""НЭСК"" (г.Краснодар)","NESKKRSN","PNESKRA5","03",249309.187268771
"1290",2770,1,"2011-05-01 00:00:00.0","ОАО ""НЭСК"" (г.Краснодар)","NESKKRSN","PNESKRA6","03",234639.766875184
"1291",2770,1,"2011-05-01 00:00:00.0","ОАО ""НЭСК"" (г.Краснодар)","NESKKRSN","PNESKRA7","03",234846.138172135
"1292",2770,1,"2011-05-01 00:00:00.0","ОАО ""НЭСК"" (г.Краснодар)","NESKKRSN","PNESKRA8","03",249622.088955667
"1293",2770,1,"2011-05-01 00:00:00.0","ОАО ""НЭСК"" (г.Краснодар)","NESKKRSN","PNESKRA9","03",234886.193509539
"1294",2770,1,"2011-05-01 00:00:00.0","ОАО ""НЭСК"" (г.Краснодар)","NESKKRSN","PNESKR10","03",234597.895668564
"1295",2770,1,"2011-05-01 00:00:00.0","ОАО ""НЭСК"" (г.Краснодар)","NESKKRSN","PNESKR11","03",234623.874241204
"1296",2770,1,"2011-05-01 00:00:00.0","ОАО ""НЭСК"" (г.Краснодар)","NESKKRSN","PNESKR12","03",234265.135433133
"1297",2770,1,"2011-05-01 00:00:00.0","ОАО ""НЭСК"" (г.Краснодар)","NESKKRSN","PNESKR13","03",234257.01672798
"1298",2770,1,"2011-05-01 00:00:00.0","ОАО ""НЭСК"" (г.Краснодар)","NESKKRSN","PNESKR14","03",339475.696993105
"1299",2770,1,"2011-05-01 00:00:00.0","ОАО ""НЭСК"" (г.Краснодар)","NESKKRSN","PNESKR15","03",234424.737747073
"1300",2770,1,"2011-05-01 00:00:00.0","ОАО ""НЭСК"" (г.Краснодар)","NESKKRSN","PNESKR16","03",234816.045512123
"1301",2770,1,"2011-05-01 00:00:00.0","ОАО ""НЭСК"" (г.Краснодар)","NESKKRSN","PNESKR17","03",234285.639385943
"1302",2770,1,"2011-05-01 00:00:00.0","ОАО ""НЭСК"" (г.Краснодар)","NESKKRSN","PNESKR18","03",234418.881635401
"1303",2770,1,"2011-05-01 00:00:00.0","ОАО ""НЭСК"" (г.Краснодар)","NESKKRSN","PNESKR19","03",234647.303364674
"1304",2770,1,"2011-05-01 00:00:00.0","ОАО ""НЭСК"" (г.Краснодар)","NESKKRSN","PNESKR20","03",207079.8086
"1305",2770,1,"2011-05-01 00:00:00.0","ОАО ""НЭСК"" (г.Краснодар)","NESKKRSN","PNESKR21","03",249175.470865776
"1306",2770,1,"2011-05-01 00:00:00.0","ОАО ""НЭСК"" (г.Краснодар)","NESKKRSN","PNESKR22","03",249397.108371087
"1307",2770,1,"2011-05-01 00:00:00.0","ОАО ""НЭСК"" (г.Краснодар)","NESKKRSN","PNESKR23","03",249318.43920005
"1308",2770,1,"2011-05-01 00:00:00.0","ОАО ""НЭСК"" (г.Краснодар)","NESKKRSN","PNESKR25","03",207079.8086
"1309",2770,1,"2011-05-01 00:00:00.0","ОАО ""Нижегородская сбытовая компания""","NIGNOVEN","PNIGNOVE","22",243403.517642888
"1310",2770,1,"2011-05-01 00:00:00.0","ООО ""НЭСК"" (г.Новомосковск)","NOVMOSSK","PNOMESK1","70",243522.181358063
"1311",2770,1,"2011-05-01 00:00:00.0","ООО ""Новгородэнергосбыт""","NOVGSBYT","PNOVESK1","49",221406.579370894
"1312",2770,1,"2011-05-01 00:00:00.0","ООО ""Новгородэнергосбыт""","NOVGSBYT","PNOVESK2","49",212279.701469976
"1313",2770,1,"2011-05-01 00:00:00.0","ООО ""Новгородэнергосбыт""","NOVGSBYT","PNOVESK3","49",210109.07270385
"1314",2770,1,"2011-05-01 00:00:00.0","ООО ""Новгородэнергосбыт""","NOVGSBYT","PNOVESK4","49",212590.599049034
"1315",2770,1,"2011-05-01 00:00:00.0","ООО ""Новгородэнергосбыт""","NOVGSBYT","PNOVESK5","49",214710.48285498
"1316",2770,1,"2011-05-01 00:00:00.0","ООО ""Новгородэнергосбыт""","NOVGSBYT","PNOVESK6","49",214447.192033241
"1317",2770,1,"2011-05-01 00:00:00.0","ОАО ""Энергосбыт"" (г.Великий Новгород)","NOVGOREN","PNOVGORE","49",229624.860149302
"1318",2770,1,"2011-05-01 00:00:00.0","ОАО ""СибирьЭнерго""","SBRENERG","PNOVOSIB","50",183556.691239677
"1319",2770,1,"2011-05-01 00:00:00.0","ООО ""НУЭСК"" (г.Новоуральск)","NOVOYRAL","PNUESBK1","65",240862.035790511
"1320",2770,1,"2011-05-01 00:00:00.0","ОАО ""Нурэнерго""","NURENERG","PNURENER","96",121355.95813846
"1321",2770,1,"2011-05-01 00:00:00.0","ООО ""НЭСКО"" (г.Нижневартовск)","OOONESKO","PNVAREK1","71",222935.536892849
"1322",2770,1,"2011-05-01 00:00:00.0","ОАО ""Обеспечение РФЯЦ-ВНИИЭФ""","OBESPRFC","POBESPE1","22",243315.77387783
"1323",2770,1,"2011-05-01 00:00:00.0","МУП ""Объединение Истринские электросети""","ISTRSETI","POISTRS1","46",251900.345782601
"1324",2770,1,"2011-05-01 00:00:00.0","МУП ""Объединение Истринские электросети""","ISTRSETI","POISTRS2","46",248256.827569993
"1325",2770,1,"2011-05-01 00:00:00.0","ОАО ""Омскэнергосбыт""","OMSKENER","POMSKENE","52",251864.858099989
"1326",2770,1,"2011-05-01 00:00:00.0","ОАО ""Омскэнергосбыт""","OMSKENER","POMSKEZN","52",224429.476282392
"1327",2770,1,"2011-05-01 00:00:00.0","ОАО ""Орелэнергосбыт""","ORELENER","PORELENE","54",243406.187861313
"1328",2770,1,"2011-05-01 00:00:00.0","ОАО ""Оренбургэнергосбыт""","ORENBENE","PORENBEN","53",241111.003756583
"1329",2770,1,"2011-05-01 00:00:00.0","ЗАО ""Оренбургсельэнергосбыт""","ORSELSBT","PORENSL1","53",239063.661725638
"1330",2770,1,"2011-05-01 00:00:00.0","ЗАО ""Оренбургсельэнергосбыт""","ORSELSBT","PORENSL2","53",234390.844013737
"1331",2770,1,"2011-05-01 00:00:00.0","ЗАО ""Оренбургсельэнергосбыт""","ORSELSBT","PORENSL3","53",248580.217751178
"1332",2770,1,"2011-05-01 00:00:00.0","ЗАО ""Оренбургсельэнергосбыт""","ORSELSBT","PORENSL4","53",187459.477398476
"1333",2770,1,"2011-05-01 00:00:00.0","ЗАО ""Оренбургсельэнергосбыт""","ORSELSBT","PORENSL5","53",240846.547862684
"1334",2770,1,"2011-05-01 00:00:00.0","ОАО ""Пензаэнергосбыт""","PENZAENE","PPENZAEN","56",240392.531534368
"1335",2770,1,"2011-05-01 00:00:00.0","ОАО ""Пермэнергосбыт""","PERMENER","PPERMENE","57",237435.47358742
"1336",2770,1,"2011-05-01 00:00:00.0","ОАО ""Псковэнергосбыт""","PSKOVENE","PPSKOVEN","58",219785.984258944
"1337",2770,1,"2011-05-01 00:00:00.0","ОАО ""ПЭС"" (г.Пятигорск)","PYATELSE","PPYATELS","07",231647.649338758
"1338",2770,1,"2011-05-01 00:00:00.0","ООО ""РЭК""","REKKURSK","PREKKUR1","38",243143.362160419
"1339",2770,1,"2011-05-01 00:00:00.0","ООО ""РЭК""","REKKURSK","PREKKUR2","38",243243.672938902
"1340",2770,1,"2011-05-01 00:00:00.0","ООО ""РКС-энерго""","RKSENERG","PRKSELO1","41",187069.414710598
"1341",2770,1,"2011-05-01 00:00:00.0","ООО ""РКС-энерго""","RKSENERG","PRKSELO2","41",230156.92931679
"1342",2770,1,"2011-05-01 00:00:00.0","ООО ""РКС-энерго""","RKSENERG","PRKSELO3","41",233969.814764276
"1343",2770,1,"2011-05-01 00:00:00.0","ООО ""РКС-энерго""","RKSENERG","PRKSELO4","41",226421.752743331
"1344",2770,1,"2011-05-01 00:00:00.0","ООО ""РКС-энерго""","RKSENERG","PRKSELO5","41",212488.027003559
"1345",2770,1,"2011-05-01 00:00:00.0","ООО ""РКС-энерго""","RKSENERG","PRKSELO6","41",226004.707304271
"1346",2770,1,"2011-05-01 00:00:00.0","ООО ""РКС-энерго""","RKSENERG","PRKSELO7","41",210890.704550733
