"","SESSION_ID","FINAL_CALCULATION_FLAG","TDATE","PNAME","PCODE","TCODE","REGION_CODE","P_NC_UNREG_AVG","P_VC_UNREG_AVG"
"158",2690,1,"2011-01-01 00:00:00.0","ОАО ""Пензенская энергосбытовая компания""","PENZAENE","PPENZAEN","56",273174.363729829,944.703457194696
"159",2690,1,"2011-01-01 00:00:00.0","ОАО ""Пермская энергосбытовая компания""","PERMENER","PPERMENE","57",272134.519088095,988.641884404217
"160",2690,1,"2011-01-01 00:00:00.0","ОАО ""Псковэнергосбыт""","PSKOVENE","PPSKOVEN","58",356753.71141846,962.821966356747
"161",2690,1,"2011-01-01 00:00:00.0","ОАО ""Пятигорские электрические сети""","PYATELSE","PPYATELS","07",285844.537056284,1178.47127400121
"162",2690,1,"2011-01-01 00:00:00.0","ООО ""Региональная Энергосбытовая Компания""","REKKURSK","PREKKUR1","38",279242.740556196,936.424609106657
"163",2690,1,"2011-01-01 00:00:00.0","ООО ""Региональная Энергосбытовая Компания""","REKKURSK","PREKKUR2","38",276352.190259651,922.828098331657
"164",2690,1,"2011-01-01 00:00:00.0","ООО ""РКС-энерго""","RKSENERG","PRKSELO1","41",362003.525835271,898.218736365808
"165",2690,1,"2011-01-01 00:00:00.0","ООО ""РКС-энерго""","RKSENERG","PRKSELO2","41",199801.6578,872.980855976976
"166",2690,1,"2011-01-01 00:00:00.0","ООО ""РКС-энерго""","RKSENERG","PRKSELO3","41",357483.266515233,907.517365124057
"167",2690,1,"2011-01-01 00:00:00.0","ООО ""РКС-энерго""","RKSENERG","PRKSELO4","41",358801.791189392,910.832216886469
"168",2690,1,"2011-01-01 00:00:00.0","ООО ""РКС-энерго""","RKSENERG","PRKSELO5","41",353780.828596611,883.811675570414
"169",2690,1,"2011-01-01 00:00:00.0","ООО ""РКС-энерго""","RKSENERG","PRKSELO6","41",318620.862954145,945.705579891612
"170",2690,1,"2011-01-01 00:00:00.0","ООО ""РКС-энерго""","RKSENERG","PRKSELO7","41",365139.192159407,958.570198962968
"171",2690,1,"2011-01-01 00:00:00.0","ООО ""РКС-энерго""","RKSENERG","PRKSELO8","41",355889.753083688,914.118754341385
"172",2690,1,"2011-01-01 00:00:00.0","ООО ""РКС-энерго""","RKSENERG","PRKSELO9","41",358173.881056475,911.274099705647
"173",2690,1,"2011-01-01 00:00:00.0","ООО ""РКС-энерго""","RKSENERG","PRKSEL10","41",356098.262935209,944.398780419632
"174",2690,1,"2011-01-01 00:00:00.0","ООО ""РКС-энерго""","RKSENERG","PRKSEL11","41",359906.897902574,911.120803858289
"175",2690,1,"2011-01-01 00:00:00.0","ООО ""РКС-энерго""","RKSENERG","PRKSEL12","41",355592.323993184,1007.69113297242
"176",2690,1,"2011-01-01 00:00:00.0","ООО ""РКС-энерго""","RKSENERG","PRKSEL13","41",366631.8502394,904.337771168685
"177",2690,1,"2011-01-01 00:00:00.0","ООО ""РКС-энерго""","RKSENERG","PRKSEL14","41",357286.108537182,910.670198571408
"178",2690,1,"2011-01-01 00:00:00.0","ООО ""РКС-энерго""","RKSENERG","PRKSEL15","41",358868.907063726,909.423855910536
"179",2690,1,"2011-01-01 00:00:00.0","ООО ""РКС-энерго""","RKSENERG","PRKSEL16","41",374125.497961635,832.013957529724
"180",2690,1,"2011-01-01 00:00:00.0","ООО ""РКС-энерго""","RKSENERG","PRKSEL17","41",359027.355561112,906.127778090263
"181",2690,1,"2011-01-01 00:00:00.0","ООО ""РКС-энерго""","RKSENERG","PRKSEL18","41",357831.575994158,922.487077293146
"182",2690,1,"2011-01-01 00:00:00.0","ОАО ""Роскоммунэнерго""","ROSKOMEN","PROSKOM1","65",276896.489985608,924.724088112977
"183",2690,1,"2011-01-01 00:00:00.0","ОАО ""Энергосбыт Ростовэнерго""","ROSTOVEN","PROSTOVE","60",276815.105093555,1003.4989347196
