TDATE;PCODE;PNAME;REGION_CODE;TCODE;P_NC_UNREG_AVG
2011-10-01;TOSKTOSK;"ОАО ""ТОСК""";68;PTOSKOM1;249346.99862
2011-10-01;TROIELST;"МУП ""Троицкая электросеть""";46;PTROELS1;272859.61081
2011-10-01;TULENERG;"ОАО ""Тулаэнергосбыт""";70;PTULENER;247927.06775
2011-10-01;TUMENENE;"ОАО ""Тюменская энергосбытовая компания""";71;PTUMENEN;244699.44017
2011-10-01;TUMENESB;"ОАО ""Тюменьэнергосбыт""";71;PTUMREG1;241124.42005
2011-10-01;TUMENESB;"ОАО ""Тюменьэнергосбыт""";71;PTUMREG2;240683.3863
2011-10-01;TUMENESB;"ОАО ""Тюменьэнергосбыт""";71;PTUMREG3;240424.80461
2011-10-01;TUMENESB;"ОАО ""Тюменьэнергосбыт""";71;PTUMREG4;241963.6428
2011-10-01;TUMENESB;"ОАО ""Тюменьэнергосбыт""";71;PTUMREG5;241984.15277
2011-10-01;TUVASBYT;"ОАО ""Тываэнергосбыт""";93;PTUVENER;112008.11897
2011-10-01;TVERENER;"ОАО ""Тверьэнергосбыт""";28;PTVERENE;250863.79817
2011-10-01;TVEROBLE;"ООО ""Тверьоблэнергосбыт""";28;PTVOBSK1;251542.85525
2011-10-01;TVEROBLE;"ООО ""Тверьоблэнергосбыт""";28;PTVOBSK2;249624.52631
2011-10-01;TVEROBLE;"ООО ""Тверьоблэнергосбыт""";28;PTVOBSK3;253373.17643
2011-10-01;TVEROBLE;"ООО ""Тверьоблэнергосбыт""";28;PTVOBSK4;251862.17009
2011-10-01;UDMURTEN;"ОАО ""Удмуртская энергосбытовая компания""";94;PUDMURTE;239856.90797
2011-10-01;ULYANENE;"ОАО ""Ульяновскэнерго""";73;PULYANEN;245467.27415
2011-10-01;UGORTEKO;"ОАО ""ЮТЭК""";71;PUTEREK3;247209.34257
2011-10-01;UGORTEKO;"ОАО ""ЮТЭК""";71;PUTEREK5;243070.64571
2011-10-01;UGORTEKO;"ОАО ""ЮТЭК""";71;PUTEREK6;238351.69101
2011-10-01;VOLGAESB;"ЗАО ""Волгаэнергосбыт""";22;PVENESB1;252601.38338
2011-10-01;VITIMENS;"ЗАО ""Витимэнергосбыт""";25;PVITENSB;158233.29192
2011-10-01;VLADIMEN;"ОАО ""Владимирэнергосбыт""";17;PVLADIME;250273.12907
2011-10-01;VLADKOMS;"ОАО ""Владимирские коммунальные системы""";17;PVLKSI10;255480.35369
2011-10-01;VLADKOMS;"ОАО ""Владимирские коммунальные системы""";17;PVLKSIS1;252405.4238
2011-10-01;VLADKOMS;"ОАО ""Владимирские коммунальные системы""";17;PVLKSIS2;248951.19397
2011-10-01;VLADKOMS;"ОАО ""Владимирские коммунальные системы""";17;PVLKSIS3;248798.3346
2011-10-01;VLADKOMS;"ОАО ""Владимирские коммунальные системы""";17;PVLKSIS4;250763.54613
2011-10-01;VLADKOMS;"ОАО ""Владимирские коммунальные системы""";17;PVLKSIS5;249286.71405
2011-10-01;VLADKOMS;"ОАО ""Владимирские коммунальные системы""";17;PVLKSIS6;250131.04916
2011-10-01;VLADKOMS;"ОАО ""Владимирские коммунальные системы""";17;PVLKSIS7;246578.60593
2011-10-01;VLADKOMS;"ОАО ""Владимирские коммунальные системы""";17;PVLKSIS8;249214.34753
2011-10-01;VLADKOMS;"ОАО ""Владимирские коммунальные системы""";17;PVLKSIS9;250323.52146
2011-10-01;VOLGOGEN;"ОАО ""Волгоградэнергосбыт""";18;PVOLGOGE;243018.67076
2011-10-01;VOLOGENE;"ОАО ""Вологдаэнергосбыт""";19;PVOLOGEN;245532.95254
2011-10-01;VORNEGEN;"ОАО ""Воронежская энергосбытовая компания""";20;PVORNEGE;244958.17896
2011-10-01;ELSKVATT;"ООО ""Ватт-Электросбыт""";89;PWATTEL1;246466.13255
2011-10-01;YARENERG;"ОАО ""ЯСК""";78;PYARENER;249137.1082
2011-11-01;ABAKANSB;"ООО ""Абаканэнергосбыт""";95;PABAKSB1;125548.14058
2011-11-01;ABAKANSB;"ООО ""Абаканэнергосбыт""";95;PABAKSB2;125636.28164
2011-11-01;ALEKSNSB;"ООО ""Алексинэнергосбыт""";70;PALEKSB1;244896.83578
2011-11-01;ALTAIKEN;"ОАО ""Алтайкрайэнерго""";01;PALKRE10;283888.96897
2011-11-01;ALTAIKEN;"ОАО ""Алтайкрайэнерго""";01;PALKRE11;282525.16801
2011-11-01;ALTAIKEN;"ОАО ""Алтайкрайэнерго""";01;PALKRE12;167758.65878
2011-11-01;ALTAIKEN;"ОАО ""Алтайкрайэнерго""";01;PALKRE13;282841.02642
2011-11-01;ALTAIKEN;"ОАО ""Алтайкрайэнерго""";01;PALKRE14;286442.3258
2011-11-01;ALTAIKEN;"ОАО ""Алтайкрайэнерго""";01;PALKRE15;285330.1214
2011-11-01;ALTAIKEN;"ОАО ""Алтайкрайэнерго""";01;PALKREN1;281989.09187
2011-11-01;ALTAIKEN;"ОАО ""Алтайкрайэнерго""";01;PALKREN2;286332.24204
2011-11-01;ALTAIKEN;"ОАО ""Алтайкрайэнерго""";01;PALKREN3;284622.60935
2011-11-01;ALTAIKEN;"ОАО ""Алтайкрайэнерго""";01;PALKREN4;284149.02011
2011-11-01;ALTAIKEN;"ОАО ""Алтайкрайэнерго""";01;PALKREN5;168476.79828
2011-11-01;ALTAIKEN;"ОАО ""Алтайкрайэнерго""";01;PALKREN6;285187.34655
2011-11-01;ALTAIKEN;"ОАО ""Алтайкрайэнерго""";01;PALKREN7;283315.92489
2011-11-01;ALTAIKEN;"ОАО ""Алтайкрайэнерго""";01;PALKREN8;282762.00341
2011-11-01;ALTAIKEN;"ОАО ""Алтайкрайэнерго""";01;PALKREN9;283983.60614
2011-11-01;ALTAENSB;"ОАО ""Алтайэнергосбыт""";01;PALTENER;259060.25587
2011-11-01;ALTAENSB;"ОАО ""Алтайэнергосбыт""";84;PALTRESP;283702.44106
2011-11-01;ARCTIKEN;"ООО ""Арктик-энерго""";47;PARKTIK1;250924.71831
2011-11-01;ARCTIKEN;"ООО ""Арктик-энерго""";47;PARKTIK2;250138.94419
2011-11-01;ARCTIKEN;"ООО ""Арктик-энерго""";47;PARKTIK3;251265.25894
2011-11-01;ARCTIKEN;"ООО ""Арктик-энерго""";47;PARKTIK4;252278.41392
2011-11-01;ARCTIKEN;"ООО ""Арктик-энерго""";47;PARKTIK5;249523.19577
2011-11-01;ARCTIKEN;"ООО ""Арктик-энерго""";47;PARKTIK6;250155.22314
2011-11-01;ASTRHENE;"ОАО ""Астраханская энергосбытовая компания""";12;PASTRHEN;238211.596
2011-11-01;BALASHEL;"ЗАО ""БЭЛС"" (г.Балашиха)";46;PBALEST1;269620.95257
2011-11-01;BARNGORS;"ОАО ""БГЭС"" (г.Барнаул)";01;PBARELS1;284802.23626
2011-11-01;BASHKESK;"ООО ""ЭСКБ""";80;PBASHENE;244962.85208
2011-11-01;BELGOREN;"ОАО ""Белгородская сбытовая компания""";14;PBELGORE;245501.11637
2011-11-01;MPBORISO;"МУП ""БЭСО"" Борисоглебского городского округа Воронежской области";20;PBORESB1;246778.62091
2011-11-01;BRYANENE;"ОАО ""Брянскэнергосбыт""";15;PBRYANEN;245183.33461
2011-11-01;BUDELSET;"МУП г.Буденновска ""Горэлектросеть""";07;PBUDGORS;241641.59404
2011-11-01;BURYATEN;"ОАО ""Бурятэнергоcбыт""";81;PBURYATE;141546.09662
2011-11-01;CHELENER;"ОАО ""Челябэнергосбыт""";75;PCHELENE;244415.9628
2011-11-01;CHITAENE;"ОАО ""Читаэнергосбыт""";76200;PCHITAEN;342594.3815
2011-11-01;CHUVENER;"ОАО ""Чувашская энергосбытовая компания""";97;PCHUVENE;251824.66698
2011-11-01;DAGESBYT;"ОАО ""Дагестанская энергосбытовая компания""";82;PDAGENER;199718.12521
2011-11-01;EKATSBKO;"ОАО ""ЕЭнС"" (г.Екатеринбург)";65;PEKELSK1;243898.51449
2011-11-01;ELSETMYT;"ОАО ""Электросеть"" (г.Мытищи)";46;PELSETMT;270095.93293
2011-11-01;EKOMFORT;"ООО ""Энергокомфорт"". Карелия""";86;PENKOMF1;282492.70274
2011-11-01;OAO470ES;"ОАО ""470 ЭС""";41;PESVMF01;285567.01546
2011-11-01;OAO470ES;"ОАО ""470 ЭС""";41;PESVMF02;286414.43282
2011-11-01;GORELKIS;"ОАО ""ГОРЭЛЕКТРОСЕТЬ"" (г.Кисловодск)";07;PGELESKS;241727.56868
2011-11-01;NEVNGORS;"ОАО ""Горэлектросеть"" г.Невинномысск";07;PGELSNV1;244326.3383
2011-11-01;NEVNGORS;"ОАО ""Горэлектросеть"" г.Невинномысск";07;PGELSNV2;242091.77276
2011-11-01;HANTGORS;"МП ""ГЭС"" (г.Ханты-Мансийск)";71;PGORESHM;237078.686
2011-11-01;HAKASENE;"ОАО ""Хакасэнергосбыт""";95;PHAKASEN;126360.40691
2011-11-01;INGUSHEN;"ОАО ""Ингушэнерго""";26;PINGUSHE;198546.19427
2011-11-01;IRKUTSBT;"ООО ""Иркутскэнергосбыт""";25;PIRKUTEN;167494.55656
2011-11-01;IVELSETI;"МУП ""Ивантеевские Электросети""";46;PIVANTES;270555.3848
2011-11-01;IVENERGO;"ОАО ""Ивэнергосбыт""";24;PIVENERG;245081.50821
2011-11-01;IVENERSK;"ООО ""Энергосетевая компания""";24;PIVENS10;234650.67385
2011-11-01;IVENERSK;"ООО ""Энергосетевая компания""";24;PIVENS11;244704.83928
2011-11-01;IVENERSK;"ООО ""Энергосетевая компания""";24;PIVENS12;245931.41603
2011-11-01;IVENERSK;"ООО ""Энергосетевая компания""";24;PIVENS13;235851.03626
2011-11-01;IVENERSK;"ООО ""Энергосетевая компания""";24;PIVENS14;255106.10058
2011-11-01;IVENERSK;"ООО ""Энергосетевая компания""";24;PIVENS15;245953.31076
2011-11-01;IVENERSK;"ООО ""Энергосетевая компания""";24;PIVENS16;239026.69699
2011-11-01;IVENERSK;"ООО ""Энергосетевая компания""";24;PIVENS17;246779.28134
2011-11-01;IVENERSK;"ООО ""Энергосетевая компания""";24;PIVENS18;245274.9853
2011-11-01;IVENERSK;"ООО ""Энергосетевая компания""";24;PIVENS19;237817.86515
2011-11-01;IVENERSK;"ООО ""Энергосетевая компания""";24;PIVENS20;246013.90798
2011-11-01;IVENERSK;"ООО ""Энергосетевая компания""";24;PIVENSK1;245983.88577
2011-11-01;IVENERSK;"ООО ""Энергосетевая компания""";24;PIVENSK2;246563.92449
2011-11-01;IVENERSK;"ООО ""Энергосетевая компания""";24;PIVENSK3;245984.3838
2011-11-01;IVENERSK;"ООО ""Энергосетевая компания""";24;PIVENSK4;244500.17082
2011-11-01;IVENERSK;"ООО ""Энергосетевая компания""";24;PIVENSK5;247615.76995
2011-11-01;IVENERSK;"ООО ""Энергосетевая компания""";24;PIVENSK6;263313.36283
2011-11-01;IVENERSK;"ООО ""Энергосетевая компания""";24;PIVENSK7;243487.79154
2011-11-01;IVENERSK;"ООО ""Энергосетевая компания""";24;PIVENSK8;245221.2598
2011-11-01;IVENERSK;"ООО ""Энергосетевая компания""";24;PIVENSK9;246629.19597
2011-11-01;KABBAGEN;"ОАО ""Каббалкэнерго""";83;PKABBAGE;147329.68474
2011-11-01;KALMENER;"ОАО ""Калмэнергосбыт""";85;PKALMENE;244903.08806
2011-11-01;KALUGENE;"ОАО ""Калужская сбытовая компания""";29;PKALUGEN;246658.00691
2011-11-01;KARELENE;"ОАО ""Карельская энергосбытовая компания""";86;PKARELEN;282390.99374
2011-11-01;KCHERKEN;"ОАО ""Карачаево-Черкесскэнерго""";91;PKCHERKE;160764.0441
2011-11-01;KIROVENE;"ОАО ""Кировэнергосбыт""";33;PKIROVEN;236923.20111
2011-11-01;KOLENERG;"ОАО ""Колэнергосбыт""";47;PKOLENER;250189.69815
2011-11-01;KOROLSET;"ОАО ""Королевская электросеть СК""";46;PKORELS1;270845.05241
2011-11-01;KOSTRENE;"ОАО ""Костромская сбытовая компания""";34;PKOSTREN;247481.27639
2011-11-01;KRASNGOR;"ОАО ""КЭС"" (г.Красногорск)";46;PKRAELS1;268384.62076
2011-11-01;KRASNOEN;"ОАО ""Красноярскэнергосбыт""";04;PKRASNEN;165201.12605
2011-11-01;KUBANESK;"ОАО ""Кубаньэнергосбыт""";03;PKUBANEN;257182.30096
2011-11-01;KURGENRG;"ОАО ""Энергосбыт"" (г.Курган)";37;PKURGANE;244972.0979
2011-11-01;KURSKENE;"ОАО ""Курскрегионэнергосбыт""";38;PKURSKEN;246438.38159
2011-11-01;KUZBSBYT;"ОАО ""Кузбассэнергосбыт""";32;PKUZBENE;179821.36689
2011-11-01;LENENERG;"ОАО ""Петербургская сбытовая компания""";41;PLENENER;283512.97295
2011-11-01;GORODESK;"ООО ""ГЭСК"" (г.Липецк)";42;PLGORSB1;249663.32754
2011-11-01;LIPECKEN;"ОАО ""ЛЭСК"" (г.Липецк)";42;PLIPECKE;247101.30895
2011-11-01;MAGNENKO;"ООО ""МЭК"" (г.Магнитогорск)";75;PMAGENKO;243821.3469
2011-11-01;MARIENER;"ОАО ""Мариэнергосбыт""";88;PMARIENE;250204.8972
2011-11-01;METALENE;"ООО ""Металлэнергофинанс""";32;PMETALEN;197692.74112
2011-11-01;MORDOVEN;"ОАО ""Мордовская энергосбытовая компания""";89;PMORDOVE;240644.49341
2011-11-01;MOSENERG;"ОАО ""Мосэнергосбыт""";46;PMOSENER;270513.17575
2011-11-01;RUSENSBM;"ООО ""ЭНЕРГОСБЫТХОЛДИНГ""";46;PMRUSGD1;270521.3563
2011-11-01;NESKKRSN;"ОАО ""НЭСК"" (г.Краснодар)";03;PNESKR10;238170.53092
2011-11-01;NESKKRSN;"ОАО ""НЭСК"" (г.Краснодар)";03;PNESKR11;238704.11529
2011-11-01;NESKKRSN;"ОАО ""НЭСК"" (г.Краснодар)";03;PNESKR12;237838.25293
2011-11-01;NESKKRSN;"ОАО ""НЭСК"" (г.Краснодар)";03;PNESKR13;238243.7259
2011-11-01;NESKKRSN;"ОАО ""НЭСК"" (г.Краснодар)";03;PNESKR14;360790.75221
2011-11-01;NESKKRSN;"ОАО ""НЭСК"" (г.Краснодар)";03;PNESKR15;238817.06243
2011-11-01;NESKKRSN;"ОАО ""НЭСК"" (г.Краснодар)";03;PNESKR16;241289.47914
2011-11-01;NESKKRSN;"ОАО ""НЭСК"" (г.Краснодар)";03;PNESKR17;239446.68803
2011-11-01;NESKKRSN;"ОАО ""НЭСК"" (г.Краснодар)";03;PNESKR18;238752.13069
2011-11-01;NESKKRSN;"ОАО ""НЭСК"" (г.Краснодар)";03;PNESKR19;237775.14088
2011-11-01;NESKKRSN;"ОАО ""НЭСК"" (г.Краснодар)";03;PNESKR21;248582.32009
2011-11-01;NESKKRSN;"ОАО ""НЭСК"" (г.Краснодар)";03;PNESKR22;251563.60169
2011-11-01;NESKKRSN;"ОАО ""НЭСК"" (г.Краснодар)";03;PNESKR23;250702.37203
2011-11-01;NESKKRSN;"ОАО ""НЭСК"" (г.Краснодар)";03;PNESKR25;207079.8086
2011-11-01;NESKKRSN;"ОАО ""НЭСК"" (г.Краснодар)";03;PNESKRA1;251202.14362
2011-11-01;NESKKRSN;"ОАО ""НЭСК"" (г.Краснодар)";03;PNESKRA2;240613.29482
2011-11-01;NESKKRSN;"ОАО ""НЭСК"" (г.Краснодар)";03;PNESKRA3;238494.61163
2011-11-01;NESKKRSN;"ОАО ""НЭСК"" (г.Краснодар)";03;PNESKRA4;238575.05955
2011-11-01;NESKKRSN;"ОАО ""НЭСК"" (г.Краснодар)";03;PNESKRA5;249205.11465
2011-11-01;NESKKRSN;"ОАО ""НЭСК"" (г.Краснодар)";03;PNESKRA6;237440.84358
2011-11-01;NESKKRSN;"ОАО ""НЭСК"" (г.Краснодар)";03;PNESKRA7;238546.70646
2011-11-01;NESKKRSN;"ОАО ""НЭСК"" (г.Краснодар)";03;PNESKRA8;252241.02678
2011-11-01;NESKKRSN;"ОАО ""НЭСК"" (г.Краснодар)";03;PNESKRA9;238429.67738
2011-11-01;NIGNOVEN;"ОАО ""Нижегородская сбытовая компания""";22;PNIGNOVE;245237.01015
2011-11-01;NOVMOSSK;"ООО ""НЭСК"" (г.Новомосковск)";70;PNOMESK1;246182.96012
2011-11-01;NOVGOREN;"ОАО ""Новгородоблэнергосбыт""";49;PNOVGORE;282867.77592
2011-11-01;SBRENERG;"ОАО ""СибирьЭнерго""";50;PNOVOSIB;166615.17468
2011-11-01;NOVOYRAL;"ООО ""НУЭСК"" (г.Новоуральск)";65;PNUESBK1;244207.24746
2011-11-01;NURENERG;"ОАО ""Нурэнерго""";96;PNURENER;137836.1567
2011-11-01;OOONESKO;"ООО ""НЭСКО"" (г.Нижневартовск)";71;PNVAREK1;238602.21818
2011-11-01;OBESPRFC;"ОАО ""Обеспечение РФЯЦ-ВНИИЭФ""";22;POBESPE1;246449.72298
2011-11-01;ISTRSETI;"Муниципальное унитарное предприятие Истринского муниципального района ""Объединение ""Истринские электросети""";46;POISTRS1;269780.80391
2011-11-01;ISTRSETI;"Муниципальное унитарное предприятие Истринского муниципального района ""Объединение ""Истринские электросети""";46;POISTRS2;267536.06983
2011-11-01;OMSKENER;"ОАО ""Омскэнергосбыт""";52;POMSKENE;216864.85922
2011-11-01;OMSKENER;"ОАО ""Омскэнергосбыт""";52;POMSKEZN;235831.7138
2011-11-01;ORELENER;"ОАО ""Орелэнергосбыт""";54;PORELENE;245920.99822
2011-11-01;ORENBENE;"ОАО ""Оренбургэнергосбыт""";53;PORENBEN;244693.95076
2011-11-01;ORSELSBT;"ЗАО ""Оренбургсельэнергосбыт""";53;PORENSL1;244787.6515
2011-11-01;ORSELSBT;"ЗАО ""Оренбургсельэнергосбыт""";53;PORENSL2;240426.27111
2011-11-01;ORSELSBT;"ЗАО ""Оренбургсельэнергосбыт""";53;PORENSL3;244170.72647
2011-11-01;ORSELSBT;"ЗАО ""Оренбургсельэнергосбыт""";53;PORENSL4;246839.36233
2011-11-01;ORSELSBT;"ЗАО ""Оренбургсельэнергосбыт""";53;PORENSL5;243292.95001
2011-11-01;PENZAENE;"ОАО ""Пензаэнергосбыт""";56;PPENZAEN;240031.38098
2011-11-01;PERMENER;"ОАО ""Пермэнергосбыт""";57;PPERMENE;239807.1643
2011-11-01;PSKOVENE;"ОАО ""Псковэнергосбыт""";58;PPSKOVEN;284120.84054
2011-11-01;PYATELSE;"ОАО ""ПЭС"" (г.Пятигорск)";07;PPYATELS;242089.24451
2011-11-01;REKKURSK;"ООО ""РЭК""";38;PREKKUR1;246980.31966
2011-11-01;RKSENERG;"ООО ""РКС-энерго""";41;PRKSEL10;282087.72381
2011-11-01;RKSENERG;"ООО ""РКС-энерго""";41;PRKSEL11;284066.73044
2011-11-01;RKSENERG;"ООО ""РКС-энерго""";41;PRKSEL12;284989.6112
2011-11-01;RKSENERG;"ООО ""РКС-энерго""";41;PRKSEL13;281971.77898
2011-11-01;RKSENERG;"ООО ""РКС-энерго""";41;PRKSEL14;200022.4558
2011-11-01;RKSENERG;"ООО ""РКС-энерго""";41;PRKSEL15;283206.10165
2011-11-01;RKSENERG;"ООО ""РКС-энерго""";41;PRKSEL16;200022.4558
2011-11-01;RKSENERG;"ООО ""РКС-энерго""";41;PRKSEL17;278315.4879
2011-11-01;RKSENERG;"ООО ""РКС-энерго""";41;PRKSEL18;284115.07102
2011-11-01;RKSENERG;"ООО ""РКС-энерго""";41;PRKSELO1;281608.72507
2011-11-01;RKSENERG;"ООО ""РКС-энерго""";41;PRKSELO2;280503.93101
2011-11-01;RKSENERG;"ООО ""РКС-энерго""";41;PRKSELO3;282920.2462
2011-11-01;RKSENERG;"ООО ""РКС-энерго""";41;PRKSELO4;282032.7951
2011-11-01;RKSENERG;"ООО ""РКС-энерго""";41;PRKSELO5;280564.62595
2011-11-01;RKSENERG;"ООО ""РКС-энерго""";41;PRKSELO6;283717.30402
2011-11-01;RKSENERG;"ООО ""РКС-энерго""";41;PRKSELO7;285313.89395
